name,wins,losses,draws,height_cm,weight_in_kg,reach_in_cm,stance,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,age
Andre Petroski,10,3,0,182.88,83.91,185.42,Switch,3.61,51.0,3.03,51.0,4.48,54.0,71.0,2.5,33
Dave Menne,45,17,2,177.8,77.11,177.8,Orthodox,1.84,44.0,1.99,42.0,0.46,50.0,57.0,2.5,50
Kyle Kurtz,7,5,0,178.23432467873064,77.11,180.70495018353435,Orthodox,1.31,36.0,2.95,52.0,1.23,20.0,0.0,2.5,38
Renato Verissimo,7,5,0,185.42,77.11,185.42,Orthodox,0.92,48.0,1.87,47.0,1.46,30.0,50.0,2.5,51
Ken Shamrock,28,17,2,185.42,92.99,182.88,Orthodox,1.47,46.0,4.3,39.0,0.94,60.0,44.0,2.5,61
Lumumba Sayers,6,5,0,182.88,83.91,182.88,Orthodox,2.54,41.0,2.37,48.0,7.63,75.0,0.0,2.5,38
Dale Hartt,6,3,0,177.8,70.31,175.26,Orthodox,1.14,35.0,1.55,66.0,1.22,100.0,25.0,2.5,45
Thomas Petersen,8,1,0,185.42,119.75,187.96,Southpaw,3.59,73.0,2.45,40.0,7.34,100.0,100.0,2.5,29
Tom Murphy,8,0,0,187.96,102.97,187.96,Southpaw,2.5,71.0,0.17,84.0,7.51,85.0,0.0,2.5,50
Naoki Inoue,11,1,0,175.26,56.7,180.34,Orthodox,3.67,35.0,3.37,60.0,0.0,0.0,60.0,2.5,27
Phil Cardella,8,5,0,180.34,70.31,180.34,Orthodox,2.47,50.0,2.0,57.0,0.0,0.0,11.0,2.5,38
Clayton Carpenter,7,0,0,167.64,56.7,167.64,Orthodox,4.5,51.0,2.85,60.0,2.47,50.0,0.0,2.5,28
Ivan Salaverry,14,9,0,182.88,83.91,182.88,Orthodox,3.01,47.0,1.19,76.0,0.49,18.0,36.0,2.5,54
Keisuke Fujiwara,17,12,5,167.64,63.05,167.64,Switch,0.73,44.0,1.2,47.0,0.0,0.0,23.0,2.5,38
Cody McKenzie,16,10,0,182.88,70.31,182.88,Switch,1.74,34.0,2.5,67.0,2.5,25.0,14.0,2.5,37
Tamdan McCrory,14,5,0,193.04,83.91,193.04,Switch,2.07,49.0,1.6,46.0,2.28,50.0,33.0,2.5,38
Liam McGeary,12,2,0,198.12,92.99,198.12,Orthodox,1.28,48.0,1.92,50.0,0.51,100.0,0.0,2.5,38
Jailton Almeida,20,2,0,190.5,92.99,200.66,Orthodox,2.78,64.0,0.52,43.0,5.14,55.0,75.0,2.4,33
Doug Marshall,18,8,0,177.8,92.99,177.8,Orthodox,6.99,46.0,4.02,60.0,0.0,0.0,66.0,2.4,49
Mark Weir,21,18,1,187.96,83.91,187.96,Southpaw,1.54,56.0,2.5,38.0,0.8,50.0,25.0,2.4,57
Shane del Rosario,11,2,0,193.04,113.4,193.04,Southpaw,3.93,60.0,2.97,54.0,1.2,40.0,16.0,2.4,41
Juan Espino,11,2,0,190.5,115.67,203.2,Orthodox,2.38,70.0,1.95,40.0,8.93,78.0,50.0,2.4,44
Jason Lambert,26,13,0,190.5,83.91,190.5,Orthodox,3.21,58.0,1.84,50.0,1.35,36.0,28.0,2.4,49
Noad Lahat,11,2,0,175.26,65.77,175.26,Orthodox,2.79,46.0,1.47,63.0,2.37,26.0,16.0,2.4,40
Paddy Pimblett,20,3,0,177.8,70.31,185.42,Orthodox,4.19,46.0,3.48,41.0,0.97,25.0,56.0,2.4,30
Gabriel Miranda,17,6,0,180.34,65.77,180.34,Orthodox,3.52,51.0,6.88,39.0,4.8,40.0,0.0,2.4,35
Rob Kimmons,25,9,0,177.8,83.91,185.42,Orthodox,1.86,48.0,4.79,38.0,2.08,46.0,25.0,2.4,44
Hermes Franca,24,17,0,167.64,70.31,180.34,Orthodox,1.78,39.0,2.85,55.0,1.53,36.0,37.0,2.4,50
Cesar Arzamendia,8,3,0,180.34,70.31,180.34,Orthodox,5.37,45.0,5.2,56.0,7.32,75.0,0.0,2.4,34
Antonio Rodrigo Nogueira,34,10,1,190.5,108.86,195.58,Orthodox,1.95,42.0,2.4,55.0,1.3,29.0,36.0,2.4,48
Chris Lytle,31,18,5,180.34,77.11,172.72,Orthodox,3.76,45.0,3.03,58.0,0.7,55.0,55.0,2.4,50
Ramiz Brahimaj,10,4,0,177.8,77.11,182.88,Orthodox,2.47,41.0,4.08,50.0,1.9,66.0,58.0,2.4,32
Eugene Jackson,15,9,1,172.72,83.91,172.72,Orthodox,2.19,33.0,3.44,32.0,1.91,71.0,16.0,2.3,58
Joe Doerksen,51,16,0,182.88,83.91,190.5,Orthodox,1.43,42.0,2.79,50.0,2.02,33.0,33.0,2.3,47
Wes Sims,24,14,1,208.28,117.93,208.28,Orthodox,0.98,51.0,2.95,37.0,0.0,0.0,40.0,2.3,45
JP Buys,9,6,0,165.1,61.23,170.18,Orthodox,1.88,39.0,3.02,40.0,1.55,25.0,25.0,2.3,28
Brandon Royval,15,6,0,175.26,56.7,172.72,Southpaw,3.45,38.0,2.63,50.0,0.66,100.0,39.0,2.3,32
Nate Smith,6,1,0,167.64,56.7,175.26,Switch,1.28,38.0,2.04,35.0,0.0,0.0,33.0,2.3,29
Mats Nilsson,11,4,1,185.42,77.11,185.42,Orthodox,2.99,39.0,5.62,63.0,3.87,83.0,44.0,2.3,41
Hideo Tokoro,34,29,2,170.18,61.23,170.18,Orthodox,1.78,37.0,2.01,65.0,0.87,34.0,44.0,2.3,47
Jose Maria,37,7,0,165.1,56.7,165.1,Orthodox,3.2,53.0,3.98,52.0,2.32,27.0,33.0,2.3,43
Yoshiki Takahashi,30,27,3,180.34,90.26,180.34,Southpaw,2.26,51.0,6.47,44.0,0.0,0.0,66.0,2.3,56
Ikram Aliskerov,15,1,0,182.88,83.91,193.04,Southpaw,8.24,65.0,7.15,36.0,2.33,33.0,0.0,2.3,32
Mike Joy,11,8,0,167.64,70.31,167.64,Southpaw,0.57,33.0,1.71,47.0,0.78,33.0,0.0,2.3,39
Kimo Leopoldo,10,7,1,190.5,106.59,190.5,Orthodox,0.76,83.0,2.12,30.0,4.55,100.0,0.0,2.3,57
Chas Skelly,19,3,0,180.34,65.77,182.88,Orthodox,2.01,40.0,3.21,49.0,1.74,34.0,39.0,2.3,39
Ruan Potts,11,6,0,187.96,112.04,190.5,Orthodox,0.85,37.0,5.92,22.0,0.75,16.0,33.0,2.3,47
Mark Holst,12,6,0,182.88,70.31,182.88,Orthodox,0.25,19.0,1.67,47.0,0.76,100.0,60.0,2.3,39
Seth Petruzelli,14,8,0,182.88,92.99,193.04,Orthodox,2.17,41.0,2.08,55.0,0.46,50.0,47.0,2.3,45
Christian Morecraft,8,3,0,198.12,117.93,205.74,Orthodox,2.82,34.0,2.46,46.0,3.26,66.0,50.0,2.2,38
Niklas Backstrom,11,3,0,185.42,65.77,185.42,Orthodox,1.12,41.0,3.65,40.0,2.92,80.0,72.0,2.2,35
Kaynan Kruschewsky,15,2,0,182.88,70.31,185.42,Orthodox,5.08,39.0,4.79,47.0,2.18,100.0,0.0,2.2,33
Drew Fickett,42,21,0,177.8,70.31,177.8,Orthodox,2.33,41.0,2.29,57.0,1.3,35.0,30.0,2.2,45
Ryan Thomas,20,8,0,182.88,77.11,182.88,Orthodox,2.01,36.0,4.17,30.0,5.59,33.0,0.0,2.2,40
Ryan Hall,9,2,0,177.8,65.77,177.8,Southpaw,2.38,50.0,1.33,65.0,0.22,9.0,0.0,2.2,40
Dustin Kimura,11,3,0,170.18,61.23,180.34,Orthodox,1.33,21.0,3.82,51.0,0.93,37.0,50.0,2.2,35
Alex Gilpin,11,1,0,170.18,65.77,170.18,Orthodox,6.8,54.0,12.29,42.0,2.17,25.0,0.0,2.2,32
Josh Grispi,14,5,0,180.34,65.77,187.96,Orthodox,1.44,41.0,3.71,50.0,1.97,36.0,16.0,2.2,36
Anthony Torres,5,3,0,172.72,77.11,172.72,Orthodox,3.54,48.0,7.52,45.0,0.0,0.0,100.0,2.2,46
Danny Henry,12,4,0,182.88,65.77,185.42,Orthodox,5.2,51.0,4.16,45.0,0.74,33.0,50.0,2.2,36
Hidehiko Yoshida,6,8,1,180.34,102.06,180.34,Orthodox,1.05,36.0,1.89,62.0,1.09,33.0,71.0,2.2,55
Joe Stevenson,33,16,0,170.18,65.77,177.8,Orthodox,2.05,44.0,2.44,60.0,2.75,44.0,39.0,2.2,42
Everett Cummings,12,0,0,178.23432467873064,92.99,180.70495018353435,Orthodox,0.43,60.0,4.34,45.0,0.0,0.0,0.0,2.2,38
Jose Landi-Jons,29,16,0,180.34,77.11,180.34,Orthodox,0.99,40.0,0.77,43.0,2.2,80.0,40.0,2.2,51
Wilson Gouveia,14,8,0,185.42,83.91,193.04,Orthodox,3.02,39.0,4.06,56.0,0.9,66.0,57.0,2.2,46
Chris Price,19,4,0,187.96,83.91,187.96,Southpaw,1.44,66.0,2.59,48.0,0.0,0.0,33.0,2.2,42
Fredson Paixao,10,5,0,167.64,65.77,167.64,Orthodox,1.71,54.0,2.31,62.0,0.62,11.0,10.0,2.2,45
Jake Hadley,10,2,0,170.18,56.7,177.8,Southpaw,3.42,44.0,3.2,60.0,0.32,25.0,35.0,2.2,28
Chase Hooper,13,3,1,185.42,70.31,187.96,Southpaw,4.86,51.0,3.59,36.0,1.42,22.0,55.0,2.2,25
Daniel Gracie,5,4,1,187.96,102.06,187.96,Orthodox,1.9,38.0,1.33,59.0,0.36,100.0,80.0,2.1,38
Masakazu Imanari,36,16,2,162.56,63.05,162.56,Southpaw,0.55,30.0,1.74,57.0,0.0,0.0,0.0,2.1,49
Andrew Holbrook,12,3,0,180.34,70.31,177.8,Southpaw,2.2,49.0,3.0,54.0,0.85,18.0,10.0,2.1,39
Mike Cook,13,13,0,185.42,92.99,185.42,Orthodox,1.72,49.0,2.4,46.0,1.03,33.0,55.0,2.1,38
Polyana Viana,13,6,0,165.1,52.16,170.18,Orthodox,3.19,41.0,2.63,55.0,0.93,33.0,43.0,2.1,32
Logan Clark,18,6,0,187.96,83.91,187.96,Orthodox,2.2,54.0,1.49,53.0,0.31,100.0,30.0,2.1,40
Nate Loughran,11,2,0,187.96,83.91,187.96,Orthodox,1.81,40.0,4.11,59.0,0.0,0.0,0.0,2.1,44
Tim McKenzie,14,9,0,182.88,83.91,187.96,Orthodox,1.37,54.0,2.96,44.0,0.0,0.0,28.0,2.1,42
Mackens Semerzier,8,4,0,175.26,65.77,182.88,Orthodox,2.91,45.0,3.48,46.0,2.14,50.0,50.0,2.1,44
Dennis Hallman,53,20,2,175.26,70.31,182.88,Orthodox,1.12,44.0,1.96,43.0,1.79,30.0,25.0,2.1,49
Chris Brennan,21,13,1,172.72,77.11,172.72,Orthodox,0.6,40.0,0.97,50.0,0.0,0.0,25.0,2.1,53
Josh Sampo,11,5,0,162.56,56.7,162.56,Orthodox,1.99,36.0,2.96,55.0,1.06,33.0,40.0,2.1,40
Katsuhisa Fujii,9,18,1,182.88,92.99,182.88,Orthodox,4.0,50.0,4.43,64.0,2.14,25.0,50.0,2.1,52
Brooke Mayo,0,1,0,170.18,56.7,170.18,Orthodox,1.92,34.0,3.2,63.0,3.2,60.0,0.0,2.1,38
Satoru Kitaoka,40,14,9,167.64,69.85,167.64,Orthodox,0.68,33.0,2.15,45.0,0.62,10.0,27.0,2.1,38
Daermisi Zhawupasi,7,1,0,172.72,61.23,172.72,Switch,1.24,51.0,2.75,34.0,6.19,75.0,64.0,2.1,25
Jeremiah Metcalf,13,7,0,185.42,83.91,185.42,Orthodox,1.74,59.0,0.27,60.0,4.02,66.0,100.0,2.0,38
Harry Hunsucker,7,6,0,187.96,92.99,190.5,Orthodox,3.54,52.0,6.53,42.0,0.0,0.0,0.0,2.0,36
Charles Bennett,30,33,2,172.72,70.31,172.72,Orthodox,1.39,39.0,1.35,64.0,2.02,100.0,36.0,2.0,45
Kevin Syler,10,1,0,175.26,70.31,180.34,Switch,5.6,69.0,4.03,48.0,1.0,40.0,77.0,2.0,31
Mike Zichelle,8,4,0,178.23432467873064,92.99,180.70495018353435,Orthodox,0.87,35.0,0.87,40.0,0.0,0.0,0.0,2.0,38
Dave Galera,5,1,0,180.34,61.23,180.34,Orthodox,1.67,69.0,0.53,33.0,0.0,0.0,14.0,2.0,47
Kaik Brito,16,5,0,180.34,77.11,182.88,Orthodox,2.8,38.0,3.87,55.0,0.0,0.0,55.0,2.0,27
Josh Thornburg,8,8,0,182.88,77.11,182.88,Orthodox,1.2,50.0,3.13,38.0,2.0,66.0,42.0,2.0,38
Chad Reiner,33,18,0,180.34,77.11,180.34,Orthodox,0.53,20.0,1.97,46.0,0.99,33.0,25.0,2.0,43
Jacob Volkmann,19,7,0,175.26,70.31,180.34,Southpaw,1.19,34.0,1.78,52.0,3.19,48.0,52.0,2.0,44
Brock Larson,42,10,0,180.34,77.11,180.34,Southpaw,1.39,46.0,1.5,55.0,2.67,34.0,43.0,2.0,47
Christian Lohsen,4,2,0,187.96,70.31,195.58,Southpaw,5.27,49.0,6.93,44.0,0.0,0.0,0.0,2.0,30
Brent Primus,8,0,0,177.8,70.31,177.8,Orthodox,1.73,39.0,2.27,59.0,5.0,38.0,0.0,2.0,38
Nick Serra,7,3,0,175.26,77.11,175.26,Orthodox,0.0,0.0,1.73,43.0,1.0,10.0,0.0,2.0,47
Chris Holdsworth,6,0,0,180.34,61.23,180.34,Orthodox,1.85,29.0,1.94,58.0,3.38,62.0,100.0,2.0,38
David Mitchell,22,7,0,182.88,77.11,190.5,Orthodox,1.74,32.0,2.06,55.0,0.66,50.0,29.0,2.0,45
John Halverson,16,8,0,175.26,70.31,175.26,Southpaw,2.94,43.0,5.29,47.0,0.0,0.0,66.0,2.0,52
Sean Holden,5,2,0,177.8,77.11,177.8,Orthodox,2.4,59.0,0.6,59.0,5.0,83.0,0.0,2.0,38
Eric Wray,5,1,0,182.88,77.11,182.88,Orthodox,1.76,48.0,3.12,28.0,4.07,66.0,0.0,2.0,38
Kevin Haley,6,4,0,187.96,92.99,187.96,Orthodox,0.87,59.0,0.87,64.0,3.0,100.0,0.0,2.0,38
Mariusz Ksiazkiewicz,8,1,0,190.5,83.91,190.5,Southpaw,0.93,45.0,3.4,39.0,4.0,100.0,0.0,2.0,35
Young Sam Jung,4,8,0,172.72,63.05,172.72,Orthodox,0.53,9.0,2.79,63.0,0.0,0.0,0.0,2.0,39
Luis Rodriguez,11,2,0,167.64,56.7,165.1,Orthodox,1.27,37.0,3.2,54.0,2.0,50.0,100.0,2.0,25
Jarrod Kwitty,2,2,0,172.72,83.91,172.72,Orthodox,0.53,50.0,4.4,32.0,8.0,50.0,0.0,2.0,38
Jimmy Crute,12,4,1,187.96,92.99,187.96,Orthodox,3.68,54.0,3.04,44.0,4.84,57.0,60.0,2.0,29
Joe Lauzon,28,16,0,177.8,70.31,180.34,Orthodox,2.84,39.0,5.39,54.0,2.39,45.0,54.0,2.0,40
Tomoya Miyashita,17,9,7,170.18,63.05,170.18,Southpaw,1.67,65.0,0.93,33.0,4.0,80.0,0.0,2.0,38
Jack Cartwright,10,1,0,175.26,61.23,172.72,Orthodox,0.8,38.0,3.33,29.0,6.0,66.0,0.0,2.0,30
Jafel Filho,15,3,0,170.18,56.7,172.72,Orthodox,2.0,37.0,2.31,45.0,1.53,27.0,55.0,2.0,31
Mark Scanlon,9,2,0,175.26,77.11,175.26,Orthodox,2.2,35.0,3.33,48.0,3.0,75.0,25.0,2.0,38
Eric Esch,15,10,1,180.34,158.76,180.34,Orthodox,3.07,71.0,1.74,43.0,0.0,0.0,0.0,2.0,56
Chris Tickle,9,9,0,175.26,70.31,175.26,Orthodox,1.07,40.0,1.13,43.0,1.0,25.0,20.0,2.0,38
Ivana Petrovic,6,1,0,172.72,56.7,177.8,Southpaw,1.47,35.0,2.73,52.0,2.0,33.0,66.0,2.0,30
Kazuki Okubo,7,9,0,180.34,79.38,180.34,Orthodox,1.53,38.0,1.97,46.0,0.51,25.0,36.0,2.0,38
Abdul-Kerim Edilov,17,4,0,187.96,92.99,187.96,Orthodox,10.22,61.0,0.13,92.0,3.98,100.0,0.0,2.0,33
Eddy Ellis,21,16,1,175.26,77.11,175.26,Orthodox,3.4,69.0,1.53,68.0,4.0,66.0,50.0,2.0,38
Jason MacDonald,25,16,0,190.5,83.91,203.2,Orthodox,1.55,52.0,2.7,46.0,1.43,16.0,35.0,2.0,49
Micah Miller,20,8,0,182.88,65.77,182.88,Orthodox,1.33,33.0,2.15,54.0,0.98,37.0,21.0,2.0,38
Allan Begosso,7,2,1,165.1,61.23,167.64,Orthodox,1.8,40.0,7.73,34.0,0.0,0.0,25.0,2.0,29
Yuma Horiuchi,9,5,0,167.64,56.7,170.18,Switch,3.73,30.0,5.0,35.0,2.0,16.0,0.0,2.0,27
John Gunderson,35,16,2,175.26,70.31,175.26,Orthodox,1.04,27.0,1.71,58.0,1.67,33.0,11.0,2.0,46
Chris Haseman,20,17,0,180.34,92.99,180.34,Orthodox,0.93,70.0,4.67,28.0,0.0,0.0,40.0,2.0,55
Josh Smith,9,8,0,182.88,70.31,182.88,Orthodox,0.73,28.0,1.4,54.0,0.0,0.0,57.0,2.0,42
Martin Kampmann,20,7,0,182.88,77.11,182.88,Orthodox,3.22,42.0,3.28,62.0,1.86,41.0,78.0,2.0,42
Frank Mir,18,11,0,190.5,119.75,200.66,Southpaw,2.18,47.0,3.84,38.0,2.02,40.0,54.0,2.0,45
Mitch Gagnon,12,5,0,165.1,61.23,165.1,Southpaw,2.76,46.0,2.21,61.0,1.16,25.0,65.0,1.9,40
Lucio Linhares,19,8,0,187.96,83.91,187.96,Orthodox,0.99,22.0,3.47,34.0,1.86,50.0,50.0,1.9,51
Roger Gracie,8,2,0,193.04,83.91,200.66,Orthodox,1.78,35.0,1.79,61.0,1.87,53.0,60.0,1.9,43
Saidyokub Kakhramonov,10,3,0,172.72,61.23,175.26,Orthodox,2.05,51.0,0.88,58.0,6.63,48.0,83.0,1.9,29
Mickey Gall,7,5,0,187.96,77.11,187.96,Switch,2.94,46.0,4.25,49.0,1.21,30.0,36.0,1.9,33
Joe Soto,18,7,0,167.64,61.23,165.1,Orthodox,3.36,41.0,5.37,67.0,0.85,21.0,70.0,1.9,38
Austin Vanderford,4,0,0,180.34,77.11,180.34,Orthodox,3.9,52.0,5.19,45.0,0.0,0.0,100.0,1.9,35
Pat Sabatini,18,5,0,172.72,65.77,177.8,Orthodox,2.02,59.0,1.54,49.0,3.73,42.0,50.0,1.9,34
Jessamyn Duke,3,5,0,180.34,61.23,185.42,Orthodox,4.83,53.0,4.43,57.0,1.27,36.0,50.0,1.9,38
Ryan Jensen,21,8,0,185.42,83.91,193.04,Orthodox,2.84,39.0,2.99,59.0,1.55,50.0,31.0,1.9,47
Roman Mitichyan,8,3,0,177.8,77.11,177.8,Orthodox,0.26,16.0,2.7,43.0,1.93,100.0,25.0,1.9,46
Georgi Karakhanyan,26,7,1,172.72,65.77,172.72,Orthodox,4.49,39.0,5.0,54.0,1.41,50.0,33.0,1.9,38
Brad Mitchell,4,2,0,180.34,65.77,180.34,Orthodox,1.15,33.0,4.2,52.0,0.0,0.0,100.0,1.9,38
Ikuhisa Minowa,60,42,8,175.26,82.1,175.26,Orthodox,0.88,40.0,1.66,49.0,1.82,41.0,5.0,1.9,49
Joachim Hansen,23,14,1,170.18,68.04,170.18,Southpaw,2.01,43.0,2.04,58.0,2.21,58.0,34.0,1.9,45
Jordan Griffin,18,9,0,177.8,65.77,185.42,Southpaw,2.52,46.0,3.02,50.0,1.45,35.0,42.0,1.9,35
Jon Delos Reyes,8,5,0,167.64,56.7,170.18,Orthodox,2.99,38.0,4.14,51.0,3.2,83.0,55.0,1.9,37
Luke Stewart,6,3,0,180.34,77.11,180.34,Orthodox,3.75,56.0,2.34,53.0,3.75,33.0,50.0,1.9,38
Vagner Rocha,14,4,0,177.8,70.31,185.42,Orthodox,2.64,42.0,4.5,48.0,1.4,33.0,50.0,1.9,42
Kyle Daukaus,11,4,0,190.5,83.91,193.04,Southpaw,3.22,52.0,2.94,42.0,2.12,25.0,82.0,1.9,32
Fedor Emelianenko,36,5,0,182.88,104.33,187.96,Orthodox,3.18,51.0,1.0,63.0,2.0,63.0,82.0,1.9,48
Stephen Banaszak,5,5,0,182.88,65.77,182.88,Orthodox,4.2,47.0,1.15,66.0,0.0,0.0,100.0,1.9,38
Rani Yahya,28,11,1,167.64,61.23,170.18,Orthodox,1.59,37.0,1.77,50.0,2.86,32.0,24.0,1.9,40
Erick Wanderlei,3,3,0,185.42,92.99,185.42,Orthodox,0.63,41.0,2.66,40.0,3.8,66.0,0.0,1.9,38
Shane Roller,11,7,0,177.8,70.31,182.88,Orthodox,2.04,34.0,2.65,60.0,2.46,33.0,42.0,1.9,45
Aleksei Oleinik,60,17,1,187.96,108.86,203.2,Orthodox,3.29,48.0,3.8,44.0,1.82,46.0,37.0,1.9,47
Ryan Quinn,13,7,1,172.72,65.77,172.72,Orthodox,2.31,41.0,1.67,48.0,0.0,0.0,0.0,1.9,38
Keisuke Sasu,11,3,1,165.1,65.77,175.26,Switch,2.76,49.0,2.42,48.0,3.76,40.0,61.0,1.9,30
Don Shainis,12,5,0,167.64,65.77,170.18,Orthodox,3.42,50.0,5.87,31.0,0.97,25.0,20.0,1.9,34
Dan Argueta,9,2,0,170.18,61.23,172.72,Southpaw,2.35,47.0,1.9,52.0,2.54,50.0,60.0,1.9,31
Jeremy  Freitag,6,10,0,185.42,92.99,185.42,Orthodox,0.0,0.0,8.37,19.0,0.0,0.0,33.0,1.9,38
Raul Rosas Jr.,8,1,0,175.26,61.23,170.18,Switch,1.28,44.0,1.52,46.0,3.57,33.0,0.0,1.8,20
Rodolfo Marques Diniz,23,9,1,167.64,61.23,167.64,Orthodox,1.08,32.0,2.36,33.0,0.0,0.0,50.0,1.8,38
Miguel Baeza,10,3,0,187.96,77.11,187.96,Orthodox,4.88,49.0,5.1,53.0,0.44,28.0,100.0,1.8,32
Joe Proctor,11,5,0,177.8,70.31,182.88,Orthodox,3.39,36.0,3.93,59.0,0.0,0.0,70.0,1.8,39
Luc Bondole,5,2,2,187.96,92.99,187.96,Orthodox,3.35,51.0,2.04,62.0,0.0,0.0,0.0,1.8,38
Amanda Cooper,3,5,0,160.02,52.16,162.56,Switch,3.55,44.0,3.2,51.0,1.53,38.0,28.0,1.8,33
Juliana Miller,4,3,0,170.18,56.7,167.64,Orthodox,3.31,45.0,4.75,32.0,1.84,44.0,0.0,1.8,28
Louis Smolka,17,9,0,175.26,61.23,172.72,Orthodox,4.67,47.0,4.11,53.0,1.69,35.0,32.0,1.8,33
Assuerio Silva,16,8,0,177.8,109.32,177.8,Orthodox,1.42,46.0,4.2,54.0,2.66,34.0,25.0,1.8,50
Johnny Munoz,12,4,0,175.26,61.23,180.34,Orthodox,2.44,36.0,2.66,55.0,2.4,25.0,45.0,1.8,32
Jake Rosholt,12,5,0,185.42,83.91,185.42,Orthodox,2.68,53.0,2.33,49.0,6.51,68.0,0.0,1.8,43
Sanae Kikuta,31,9,3,175.26,90.72,175.26,Orthodox,0.7,45.0,0.9,52.0,1.6,63.0,25.0,1.8,53
Eric Schafer,14,8,2,190.5,83.91,193.04,Orthodox,1.89,34.0,3.38,56.0,1.81,36.0,50.0,1.8,47
Dan Miller,14,8,0,185.42,83.91,187.96,Orthodox,2.03,36.0,3.06,49.0,1.67,54.0,47.0,1.8,43
Jim Miller,36,17,0,172.72,70.31,180.34,Southpaw,2.86,41.0,3.08,58.0,1.56,43.0,48.0,1.8,41
Jesus Aguilar,9,2,0,162.56,56.7,157.48,Orthodox,1.69,49.0,1.03,63.0,2.72,37.0,0.0,1.8,29
Alex Serdyukov,8,5,0,187.96,77.11,187.96,Orthodox,4.94,48.0,3.1,46.0,1.84,55.0,67.0,1.8,44
Brian Foster,27,10,0,175.26,77.11,180.34,Orthodox,3.3,39.0,1.63,65.0,3.67,60.0,37.0,1.8,40
Lee Murray,8,2,1,190.5,83.91,190.5,Orthodox,0.36,15.0,3.28,32.0,0.9,100.0,42.0,1.8,47
Blas Avena,8,7,0,182.88,77.11,187.96,Orthodox,2.34,47.0,3.36,43.0,2.37,80.0,50.0,1.8,41
Joe Pyfer,12,2,0,187.96,83.91,190.5,Orthodox,3.64,45.0,2.34,55.0,2.97,83.0,50.0,1.8,28
Sam Spengler,9,5,0,180.34,83.91,180.34,Orthodox,3.27,62.0,3.27,54.0,1.75,11.0,75.0,1.8,38
Cole Miller,21,11,0,185.42,65.77,185.42,Orthodox,3.0,33.0,3.88,59.0,0.6,36.0,38.0,1.8,40
Casey Olson,14,5,0,170.18,65.77,170.18,Orthodox,2.48,60.0,0.0,100.0,3.54,57.0,100.0,1.8,38
Daniel Pineda,28,15,0,170.18,65.77,175.26,Orthodox,3.09,49.0,3.18,46.0,1.71,25.0,48.0,1.7,39
Kendall Grove,23,17,0,198.12,83.91,200.66,Orthodox,2.31,41.0,2.4,54.0,0.49,45.0,56.0,1.7,42
Danillo Villefort,15,5,0,185.42,83.91,185.42,Orthodox,2.86,37.0,2.4,68.0,1.71,66.0,33.0,1.7,41
Karlos Vemola,17,5,0,182.88,83.91,190.5,Orthodox,1.67,44.0,2.13,37.0,1.93,25.0,31.0,1.7,39
Jose Palacios,3,2,0,175.26,65.77,175.26,Orthodox,2.67,70.0,1.0,79.0,0.0,0.0,50.0,1.7,38
Cristina Stanciu,5,2,0,160.02,52.16,160.02,Orthodox,2.5,50.0,3.07,52.0,0.85,100.0,40.0,1.7,30
Tom Aspinall,14,3,0,195.58,116.12,198.12,Orthodox,7.72,66.0,2.77,66.0,3.46,100.0,100.0,1.7,31
Dean Hancock,2,1,0,178.23432467873064,70.31,180.70495018353435,Orthodox,7.97,63.0,1.94,67.0,1.71,33.0,75.0,1.7,38
Nassourdine Imavov,12,4,0,190.5,83.91,190.5,Orthodox,4.55,53.0,3.76,58.0,1.09,31.0,72.0,1.7,30
Roman Dolidze,12,2,0,187.96,83.91,193.04,Orthodox,3.02,44.0,3.01,55.0,1.72,50.0,33.0,1.7,36
Brendan Allen,23,5,0,187.96,83.91,190.5,Orthodox,3.87,54.0,3.6,46.0,1.36,47.0,58.0,1.7,29
Steve Berger,21,23,2,180.34,77.11,180.34,Orthodox,1.0,27.0,3.26,36.0,0.84,40.0,16.0,1.7,51
David Zawada,17,7,0,182.88,77.11,190.5,Orthodox,3.84,41.0,4.54,55.0,0.97,33.0,57.0,1.7,34
Kin Moy,8,3,0,165.1,61.23,165.1,Orthodox,2.3,33.0,1.93,62.0,1.67,42.0,50.0,1.7,38
Erisson Ferreira,12,2,0,167.64,56.7,177.8,Orthodox,1.75,32.0,2.75,56.0,1.11,100.0,66.0,1.7,33
Billy Giovanella,9,5,0,172.72,56.7,172.72,Orthodox,1.27,40.0,2.02,52.0,0.87,12.0,100.0,1.7,38
Charlene Gellner,0,4,0,157.48,56.7,157.48,Orthodox,2.01,42.0,3.24,43.0,0.0,0.0,0.0,1.7,38
Stefan Struve,33,13,0,210.82,120.2,213.36,Orthodox,3.12,47.0,4.04,46.0,0.56,46.0,55.0,1.7,37
Donny Walker,15,10,0,175.26,61.23,175.26,Orthodox,1.81,37.0,3.85,46.0,0.0,0.0,57.0,1.7,38
Jason Knight,20,5,0,177.8,65.77,180.34,Orthodox,2.95,33.0,3.02,51.0,1.31,31.0,47.0,1.7,32
Cole Smith,7,2,0,180.34,61.23,170.18,Orthodox,1.78,35.0,1.96,49.0,1.67,33.0,45.0,1.7,35
